Partija,Veids,Vērtība,Deputāts,Frakcija,Datums
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda, €  150.00 ,"Kols, Rihards",Nacionāla Apvienība VL-TB/LNNK,11/9/2019
Jaunā konservatīvā partija,Nauda, €  250.00 ,"Feldmans, Krišjānis",Jauno Konservatīvo frakcija,9/9/2019
Jaunā konservatīvā partija,Nauda, €  300.00 ,"Muižniece, Anita",Jauno Konservatīvo frakcija,9/9/2019
Jaunā konservatīvā partija,Nauda, €  202.00 ,"Zālīte-Grosa, Evita",Jauno Konservatīvo frakcija,9/9/2019
Jaunā konservatīvā partija,Biedra nauda, €  222.00 ,"Žunna, Normunds",Jauno Konservatīvo frakcija,9/9/2019
Jaunā konservatīvā partija,Nauda, €  600.00 ,"Beitnere-Le Galla, Dagmāra",Jauno Konservatīvo frakcija,8/9/2019
Jaunā konservatīvā partija,Nauda, €  295.00 ,"Rancāns, Juris",Jauno Konservatīvo frakcija,7/9/2019
Jaunā konservatīvā partija,Nauda, €  230.00 ,"Riekstiņš, Sandis",Jauno Konservatīvo frakcija,6/9/2019
Jaunā konservatīvā partija,Nauda, €  130.00 ,"Jurašs, Juris",Jauno Konservatīvo frakcija,5/9/2019
Jaunā konservatīvā partija,Nauda, €  270.00 ,"Eglītis, Gatis",Jauno Konservatīvo frakcija,4/9/2019
Jaunā konservatīvā partija,Nauda, €  20.00 ,"Mārtuža, Eva",Jauno Konservatīvo frakcija,4/9/2019
Latvijas attīstībai,Biedra nauda, €  20.00 ,"Pūce, Juris",Attīstībai/Par!,1/9/2019
"VIENOTĪBA, Partija",Nauda, €  60.00 ,"Kalniņš, Ojārs Ēriks",Jaunā Vienotība,26/8/2019
Kustība Par!,Biedra nauda, €  50.00 ,"Tērauda, Vita Anda",Attīstībai/Par!,25/8/2019
"Saskaņa, sociāldemokrātiskā partija",Manta vai pakalpojums, €  100.00 ,"Ribakovs, Ivans",Saskaņa,19/8/2019
Jaunā konservatīvā partija,Biedra nauda, €  222.00 ,"Žunna, Normunds",Jauno Konservatīvo frakcija,17/8/2019
Jaunā konservatīvā partija,Nauda, €  115.00 ,"Butāns, Jānis",Jauno Konservatīvo frakcija,15/8/2019
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda, €  100.00 ,"Teirumnieks, Edmunds",Nacionāla Apvienība VL-TB/LNNK,15/8/2019
Jaunā konservatīvā partija,Nauda, €  60.00 ,"Znotiņš, Reinis",Jauno Konservatīvo frakcija,15/8/2019
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda, €  150.00 ,"Kols, Rihards",Nacionāla Apvienība VL-TB/LNNK,11/8/2019
Jaunā konservatīvā partija,Nauda, €  300.00 ,"Beitnere-Le Galla, Dagmāra",Jauno Konservatīvo frakcija,8/8/2019
Jaunā konservatīvā partija,Nauda, €  345.00 ,"Jurašs, Juris",Jauno Konservatīvo frakcija,8/8/2019
Jaunā konservatīvā partija,Nauda, €  295.00 ,"Rancāns, Juris",Jauno Konservatīvo frakcija,8/8/2019
Jaunā konservatīvā partija,Nauda, €  300.00 ,"Zālīte-Grosa, Evita",Jauno Konservatīvo frakcija,8/8/2019
Jaunā konservatīvā partija,Nauda, €  330.00 ,"Budriķis, Uldis",Jauno Konservatīvo frakcija,7/8/2019
Jaunā konservatīvā partija,Nauda, €  220.00 ,"Cielēns, Jānis",Jauno Konservatīvo frakcija,7/8/2019
Jaunā konservatīvā partija,Nauda, €  230.00 ,"Riekstiņš, Sandis",Jauno Konservatīvo frakcija,7/8/2019
Jaunā konservatīvā partija,Nauda, €  230.00 ,"Butāns, Jānis",Jauno Konservatīvo frakcija,6/8/2019
Jaunā konservatīvā partija,Nauda, €  250.00 ,"Feldmans, Krišjānis",Jauno Konservatīvo frakcija,5/8/2019
Jaunā konservatīvā partija,Nauda, €  20.00 ,"Mārtuža, Eva",Jauno Konservatīvo frakcija,4/8/2019
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda, €  100.00 ,"Jansons, Ritvars",Nacionāla Apvienība VL-TB/LNNK,3/8/2019
Jaunā konservatīvā partija,Nauda, €  270.00 ,"Eglītis, Gatis",Jauno Konservatīvo frakcija,2/8/2019
LATVIJAS ZEMNIEKU SAVIENĪBA (Centriskā partija Latvijas Zemnieku savienība),Nauda, €  250.00 ,"Augulis, Uldis",Zaļo un Zemnieku Savienība,30/7/2019
Zaļo un Zemnieku savienība,Nauda, €  14.00 ,"Bergmanis, Raimonds",Zaļo un Zemnieku Savienība,30/7/2019
Jaunā konservatīvā partija,Nauda, €  85.00 ,"Cielēns, Jānis",Jauno Konservatīvo frakcija,30/7/2019
Jaunā konservatīvā partija,Nauda, €  20.00 ,"Jurašs, Juris",Jauno Konservatīvo frakcija,30/7/2019
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda, €  40.00 ,"Indriksone, Ilze",Nacionāla Apvienība VL-TB/LNNK,29/7/2019
Kustība Par!,Biedra nauda, €  50.00 ,"Tērauda, Vita Anda",Attīstībai/Par!,25/7/2019
Jaunā konservatīvā partija,Nauda, €  150.00 ,"Znotiņš, Reinis",Jauno Konservatīvo frakcija,24/7/2019
Jaunā konservatīvā partija,Nauda, €  100.00 ,"Kazinovskis, Andris",Pie frakcijām nepiederošie deputāti,23/7/2019
Jaunā konservatīvā partija,Nauda, €  100.00 ,"Muižniece, Anita",Jauno Konservatīvo frakcija,22/7/2019
"Saskaņa, sociāldemokrātiskā partija",Nauda," €  1,500.00 ","Orlovs, Vitālijs",Saskaņa,17/7/2019
Jaunā konservatīvā partija,Nauda, €  300.00 ,"Beitnere-Le Galla, Dagmāra",Jauno Konservatīvo frakcija,16/7/2019
Jaunā konservatīvā partija,Nauda, €  150.00 ,"Eglītis, Gatis",Jauno Konservatīvo frakcija,16/7/2019
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda, €  100.00 ,"Teirumnieks, Edmunds",Nacionāla Apvienība VL-TB/LNNK,16/7/2019
Latvijas attīstībai,Biedra nauda," €  2,000.00 ","Pūce, Juris",Attīstībai/Par!,14/7/2019
Jaunā konservatīvā partija,Nauda, €  170.00 ,"Feldmans, Krišjānis",Jauno Konservatīvo frakcija,12/7/2019
Jaunā konservatīvā partija,Nauda, €  100.00 ,"Medne, Linda",Jauno Konservatīvo frakcija,12/7/2019
Jaunā konservatīvā partija,Nauda, €  45.00 ,"Medne, Linda",Jauno Konservatīvo frakcija,12/7/2019
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda, €  100.00 ,"Mūrniece, Ināra",Nacionāla Apvienība VL-TB/LNNK,12/7/2019
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda, €  150.00 ,"Kols, Rihards",Nacionāla Apvienība VL-TB/LNNK,11/7/2019
Jaunā konservatīvā partija,Nauda, €  100.00 ,"Muižniece, Anita",Jauno Konservatīvo frakcija,10/7/2019
Jaunā konservatīvā partija,Nauda, €  200.00 ,"Zālīte-Grosa, Evita",Jauno Konservatīvo frakcija,10/7/2019
Jaunā konservatīvā partija,Nauda, €  230.00 ,"Butāns, Jānis",Jauno Konservatīvo frakcija,9/7/2019
Jaunā konservatīvā partija,Nauda, €  230.00 ,"Jurašs, Juris",Jauno Konservatīvo frakcija,9/7/2019
Jaunā konservatīvā partija,Nauda, €  100.00 ,"Budriķis, Uldis",Jauno Konservatīvo frakcija,8/7/2019
Jaunā konservatīvā partija,Nauda, €  200.00 ,"Cielēns, Jānis",Jauno Konservatīvo frakcija,8/7/2019
"KPV LV, Politiskā partija",Nauda, €  150.00 ,"Geidāns, Aivars",KPV LV,8/7/2019
Jaunā konservatīvā partija,Nauda, €  295.00 ,"Rancāns, Juris",Jauno Konservatīvo frakcija,8/7/2019
Jaunā konservatīvā partija,Nauda, €  230.00 ,"Riekstiņš, Sandis",Jauno Konservatīvo frakcija,8/7/2019
Kustība Par!,Nauda, €  111.00 ,"Šteins, Mārtiņš",Attīstībai/Par!,8/7/2019
Jaunā konservatīvā partija,Biedra nauda, €  200.00 ,"Žunna, Normunds",Jauno Konservatīvo frakcija,8/7/2019
Jaunā konservatīvā partija,Nauda, €  25.00 ,"Rancāns, Juris",Jauno Konservatīvo frakcija,5/7/2019
Latvijas Sociālistiskā partija,Biedra nauda, €  250.00 ,"Rubiks, Artūrs",Saskaņa,5/7/2019
Jaunā konservatīvā partija,Nauda, €  20.00 ,"Mārtuža, Eva",Jauno Konservatīvo frakcija,3/7/2019
Jaunā konservatīvā partija,Nauda, €  250.00 ,"Eglītis, Gatis",Jauno Konservatīvo frakcija,2/7/2019
"VIENOTĪBA, Partija",Nauda, €  300.00 ,"Kalniņš, Ojārs Ēriks",Jaunā Vienotība,2/7/2019
"VIENOTĪBA, Partija",Nauda, €  100.00 ,"Lībiņa-Egnere, Inese",Jaunā Vienotība,2/7/2019
"Saskaņa, sociāldemokrātiskā partija",Nauda, €  120.00 ,"Agešins, Valērijs",Saskaņa,1/7/2019
"KPV LV, Politiskā partija",Nauda, €  100.00 ,"Benhena-Bēkena, Iveta",KPV LV,1/7/2019
Jaunā konservatīvā partija,Nauda, €  150.00 ,"Muižniece, Anita",Jauno Konservatīvo frakcija,1/7/2019
Jaunā konservatīvā partija,Nauda, €  100.00 ,"Medne, Linda",Jauno Konservatīvo frakcija,28/6/2019
"Saskaņa, sociāldemokrātiskā partija",Manta vai pakalpojums, €  262.81 ,"Ribakovs, Ivans",Saskaņa,28/6/2019
Jaunā konservatīvā partija,Nauda, €  50.00 ,"Beitnere-Le Galla, Dagmāra",Jauno Konservatīvo frakcija,26/6/2019
Jaunā konservatīvā partija,Nauda, €  45.00 ,"Riekstiņš, Sandis",Jauno Konservatīvo frakcija,26/6/2019
Jaunā konservatīvā partija,Nauda, €  45.00 ,"Cielēns, Jānis",Jauno Konservatīvo frakcija,25/6/2019
Jaunā konservatīvā partija,Nauda, €  170.00 ,"Feldmans, Krišjānis",Jauno Konservatīvo frakcija,25/6/2019
Kustība Par!,Biedra nauda, €  50.00 ,"Tērauda, Vita Anda",Attīstībai/Par!,25/6/2019
Jaunā konservatīvā partija,Nauda, €  25.00 ,"Znotiņš, Reinis",Jauno Konservatīvo frakcija,25/6/2019
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda, €  100.00 ,"Jansons, Ritvars",Nacionāla Apvienība VL-TB/LNNK,21/6/2019
Jaunā konservatīvā partija,Nauda, €  60.00 ,"Jurašs, Juris",Jauno Konservatīvo frakcija,18/6/2019
Jaunā konservatīvā partija,Nauda, €  25.00 ,"Rancāns, Juris",Jauno Konservatīvo frakcija,18/6/2019
Jaunā konservatīvā partija,Nauda, €  100.00 ,"Budriķis, Uldis",Jauno Konservatīvo frakcija,17/6/2019
Jaunā konservatīvā partija,Nauda, €  90.00 ,"Mārtuža, Eva",Jauno Konservatīvo frakcija,17/6/2019
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda, €  100.00 ,"Teirumnieks, Edmunds",Nacionāla Apvienība VL-TB/LNNK,17/6/2019
Zaļo un Zemnieku savienība,Manta vai pakalpojums, €  121.41 ,"Tavars, Edgars",Zaļo un Zemnieku Savienība,12/06/2019
"Saskaņa, sociāldemokrātiskā partija",Nauda, €  75.00 ,"Orlovs, Vitālijs",Saskaņa,12/6/2019
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda, €  150.00 ,"Kols, Rihards",Nacionāla Apvienība VL-TB/LNNK,11/6/2019
Jaunā konservatīvā partija,Biedra nauda, €  200.00 ,"Žunna, Normunds",Jauno Konservatīvo frakcija,11/6/2019
Jaunā konservatīvā partija,Nauda, €  35.00 ,"Eglītis, Gatis",Jauno Konservatīvo frakcija,10/6/2019
Latvijas Sociālistiskā partija,Biedra nauda, €  250.00 ,"Rubiks, Artūrs",Saskaņa,10/6/2019
Jaunā konservatīvā partija,Nauda, €  200.00 ,"Znotiņš, Reinis",Jauno Konservatīvo frakcija,10/6/2019
Jaunā konservatīvā partija,Nauda, €  230.00 ,"Butāns, Jānis",Jauno Konservatīvo frakcija,7/6/2019
Jaunā konservatīvā partija,Nauda, €  200.00 ,"Cielēns, Jānis",Jauno Konservatīvo frakcija,6/6/2019
Jaunā konservatīvā partija,Nauda, €  230.00 ,"Riekstiņš, Sandis",Jauno Konservatīvo frakcija,6/6/2019
Kustība Par!,Nauda, €  111.00 ,"Šteins, Mārtiņš",Attīstībai/Par!,6/6/2019
Jaunā konservatīvā partija,Nauda, €  200.00 ,"Zālīte-Grosa, Evita",Jauno Konservatīvo frakcija,6/6/2019
Jaunā konservatīvā partija,Nauda, €  100.00 ,"Muižniece, Anita",Jauno Konservatīvo frakcija,5/6/2019
Jaunā konservatīvā partija,Nauda, €  30.00 ,"Butāns, Jānis",Jauno Konservatīvo frakcija,4/6/2019
Jaunā konservatīvā partija,Nauda, €  20.00 ,"Mārtuža, Eva",Jauno Konservatīvo frakcija,4/6/2019
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda, €  600.00 ,"Šņore, Edvīns",Nacionāla Apvienība VL-TB/LNNK,2/6/2019
"Saskaņa, sociāldemokrātiskā partija",Manta vai pakalpojums, €  350.42 ,"Ribakovs, Ivans",Saskaņa,1/6/2019
"Saskaņa, sociāldemokrātiskā partija",Manta vai pakalpojums, €  157.69 ,"Ribakovs, Ivans",Saskaņa,1/6/2019
"KPV LV, Politiskā partija",Manta vai pakalpojums, €  127.53 ,"Ģirģens, Kaspars",KPV LV,31/5/2019
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda, €  100.00 ,"Jansons, Ritvars",Nacionāla Apvienība VL-TB/LNNK,31/5/2019
Jaunā konservatīvā partija,Nauda, €  25.00 ,"Eglītis, Gatis",Jauno Konservatīvo frakcija,27/5/2019
Attīstībai/Par!,Nauda, €  40.00 ,"Golubeva, Marija",Attīstībai/Par!,27/5/2019
Kustība Par!,Biedra nauda, €  50.00 ,"Tērauda, Vita Anda",Attīstībai/Par!,25/5/2019
Attīstībai/Par!,Nauda, €  20.00 ,"Tērauda, Vita Anda",Attīstībai/Par!,24/5/2019
"KPV LV, Politiskā partija",Manta vai pakalpojums, €  377.47 ,"Geidāns, Aivars",KPV LV,23/5/2019
Attīstībai/Par!,Nauda, €  10.00 ,"Pūce, Juris",Attīstībai/Par!,22/5/2019
Attīstībai/Par!,Nauda, €  40.00 ,"Šteins, Mārtiņš",Attīstībai/Par!,22/5/2019
Attīstībai/Par!,Nauda, €  20.00 ,"Baumane, Krista",Attīstībai/Par!,21/5/2019
LATGALES PARTIJA,Nauda, €  50.00 ,"Adamovičs, Aldis",Jaunā Vienotība,20/5/2019
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums, €  91.54 ,"Šņore, Edvīns",Nacionāla Apvienība VL-TB/LNNK,20/5/2019
Jaunā konservatīvā partija,Nauda, €  200.00 ,"Kazinovskis, Andris",Pie frakcijām nepiederošie deputāti,19/5/2019
"Saskaņa, sociāldemokrātiskā partija",Manta vai pakalpojums, €  145.20 ,"Ribakovs, Ivans",Saskaņa,16/5/2019
Zaļo un Zemnieku savienība,Nauda," €  1,000.00 ","Valainis, Viktors",Zaļo un Zemnieku Savienība,16/5/2019
Zaļo un Zemnieku savienība,Nauda," €  1,000.00 ","Valainis, Viktors",Zaļo un Zemnieku Savienība,16/5/2019
Zaļo un Zemnieku savienība,Nauda," €  1,000.00 ","Valainis, Viktors",Zaļo un Zemnieku Savienība,16/5/2019
Zaļo un Zemnieku savienība,Nauda," €  1,200.00 ","Bergmanis, Raimonds",Zaļo un Zemnieku Savienība,15/5/2019
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums, €  30.00 ,"Kols, Rihards",Nacionāla Apvienība VL-TB/LNNK,15/5/2019
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums, €  15.00 ,"Kols, Rihards",Nacionāla Apvienība VL-TB/LNNK,15/5/2019
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda, €  600.00 ,"Šņore, Edvīns",Nacionāla Apvienība VL-TB/LNNK,15/5/2019
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda, €  100.00 ,"Teirumnieks, Edmunds",Nacionāla Apvienība VL-TB/LNNK,15/5/2019
Attīstībai/Par!,Manta vai pakalpojums, €  272.25 ,"Ikstena, Inese",Attīstībai/Par!,14/5/2019
Attīstībai/Par!,Nauda, €  40.00 ,"Pūce, Juris",Attīstībai/Par!,14/5/2019
"KPV LV, Politiskā partija",Nauda," €  1,643.76 ","Geidāns, Aivars",KPV LV,13/5/2019
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda," €  2,400.00 ","Šņore, Edvīns",Nacionāla Apvienība VL-TB/LNNK,13/5/2019
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums, €  14.00 ,"Dombrava, Jānis",Nacionāla Apvienība VL-TB/LNNK,11/5/2019
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda, €  150.00 ,"Kols, Rihards",Nacionāla Apvienība VL-TB/LNNK,11/5/2019
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums, €  14.00 ,"Dombrava, Jānis",Nacionāla Apvienība VL-TB/LNNK,10/5/2019
Jaunā konservatīvā partija,Nauda, €  500.00 ,"Eglītis, Gatis",Jauno Konservatīvo frakcija,10/5/2019
Jaunā konservatīvā partija,Nauda, €  200.00 ,"Znotiņš, Reinis",Jauno Konservatīvo frakcija,10/5/2019
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums, €  100.00 ,"Dzintars, Raivis",Nacionāla Apvienība VL-TB/LNNK,9/5/2019
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums, €  40.00 ,"Kiršteins, Aleksandrs",Nacionāla Apvienība VL-TB/LNNK,9/5/2019
Jaunā konservatīvā partija,Biedra nauda, €  200.00 ,"Žunna, Normunds",Jauno Konservatīvo frakcija,9/5/2019
Jaunā konservatīvā partija,Nauda, €  500.00 ,"Beitnere-Le Galla, Dagmāra",Jauno Konservatīvo frakcija,8/5/2019
Jaunā konservatīvā partija,Nauda, €  200.00 ,"Budriķis, Uldis",Jauno Konservatīvo frakcija,8/5/2019
Jaunā konservatīvā partija,Nauda, €  200.00 ,"Cielēns, Jānis",Jauno Konservatīvo frakcija,8/5/2019
Jaunā konservatīvā partija,Nauda, €  420.00 ,"Feldmans, Krišjānis",Jauno Konservatīvo frakcija,8/5/2019
"KPV LV, Politiskā partija",Nauda, €  18.00 ,"Geidāns, Aivars",KPV LV,8/5/2019
Jaunā konservatīvā partija,Nauda, €  460.00 ,"Jurašs, Juris",Jauno Konservatīvo frakcija,8/5/2019
Jaunā konservatīvā partija,Nauda, €  600.00 ,"Rancāns, Juris",Jauno Konservatīvo frakcija,8/5/2019
Jaunā konservatīvā partija,Nauda, €  230.00 ,"Riekstiņš, Sandis",Jauno Konservatīvo frakcija,8/5/2019
Kustība Par!,Nauda, €  100.00 ,"Šteins, Mārtiņš",Attīstībai/Par!,8/5/2019
Jaunā konservatīvā partija,Nauda, €  220.00 ,"Zālīte-Grosa, Evita",Jauno Konservatīvo frakcija,8/5/2019
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums, €  389.50 ,"Kiršteins, Aleksandrs",Nacionāla Apvienība VL-TB/LNNK,7/5/2019
Jaunā konservatīvā partija,Nauda, €  230.00 ,"Butāns, Jānis",Jauno Konservatīvo frakcija,6/5/2019
Jaunā konservatīvā partija,Nauda, €  500.00 ,"Eglītis, Gatis",Jauno Konservatīvo frakcija,6/5/2019
Jaunā konservatīvā partija,Nauda, €  120.00 ,"Muižniece, Anita",Jauno Konservatīvo frakcija,6/5/2019
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums, €  10.00 ,"Kols, Rihards",Nacionāla Apvienība VL-TB/LNNK,4/5/2019
Jaunā konservatīvā partija,Nauda, €  20.00 ,"Mārtuža, Eva",Jauno Konservatīvo frakcija,4/5/2019
Attīstībai/Par!,Manta vai pakalpojums, €  22.25 ,"Ikstena, Inese",Attīstībai/Par!,3/5/2019
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums, €  15.00 ,"Kols, Rihards",Nacionāla Apvienība VL-TB/LNNK,3/5/2019
Jaunā konservatīvā partija,Nauda, €  50.00 ,"Cielēns, Jānis",Jauno Konservatīvo frakcija,2/5/2019
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums, €  5.00 ,"Kols, Rihards",Nacionāla Apvienība VL-TB/LNNK,2/5/2019
Latvijas attīstībai,Biedra nauda, €  20.00 ,"Pūce, Juris",Attīstībai/Par!,2/5/2019
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums, €  10.00 ,"Kols, Rihards",Nacionāla Apvienība VL-TB/LNNK,1/5/2019
Latvijas attīstībai,Biedra nauda, €  50.00 ,"Pūce, Juris",Attīstībai/Par!,1/5/2019
"KPV LV, Politiskā partija",Nauda, €  57.92 ,"Geidāns, Aivars",KPV LV,30/4/2019
Zaļo un Zemnieku savienība,Manta vai pakalpojums, €  47.29 ,"Krauze, Armands",Zaļo un Zemnieku Savienība,30/4/2019
"Saskaņa, sociāldemokrātiskā partija",Nauda, €  90.00 ,"Ribakovs, Ivans",Saskaņa,30/4/2019
LATGALES PARTIJA,Nauda, €  150.00 ,"Adamovičs, Aldis",Jaunā Vienotība,29/4/2019
Jaunā konservatīvā partija,Nauda, €  300.00 ,"Beitnere-Le Galla, Dagmāra",Jauno Konservatīvo frakcija,29/4/2019
Jaunā konservatīvā partija,Nauda, €  80.00 ,"Feldmans, Krišjānis",Jauno Konservatīvo frakcija,29/4/2019
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda, €  100.00 ,"Jansons, Ritvars",Nacionāla Apvienība VL-TB/LNNK,29/4/2019
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums, €  20.00 ,"Kols, Rihards",Nacionāla Apvienība VL-TB/LNNK,29/4/2019
Jaunā konservatīvā partija,Nauda, €  100.00 ,"Medne, Linda",Jauno Konservatīvo frakcija,29/4/2019
"KPV LV, Politiskā partija",Nauda, €  200.00 ,"Zakatistovs, Atis",KPV LV,29/4/2019
"Saskaņa, sociāldemokrātiskā partija",Nauda," €  1,000.00 ","Krišāns, Jānis",Saskaņa,26/4/2019
Jaunā konservatīvā partija,Nauda, €  200.00 ,"Kazinovskis, Andris",Pie frakcijām nepiederošie deputāti,25/4/2019
"Saskaņa, sociāldemokrātiskā partija",Manta vai pakalpojums, €  150.00 ,"Ribakovs, Ivans",Saskaņa,25/4/2019
Kustība Par!,Biedra nauda, €  50.00 ,"Tērauda, Vita Anda",Attīstībai/Par!,25/4/2019
"VIENOTĪBA, Partija",Nauda," €  8,000.00 ","Ašeradens, Arvils",Jaunā Vienotība,23/4/2019
"KPV LV, Politiskā partija",Nauda, €  845.79 ,"Geidāns, Aivars",KPV LV,23/4/2019
"KPV LV, Politiskā partija",Nauda, €  100.00 ,"Geidāns, Aivars",KPV LV,17/4/2019
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Biedra nauda," €  1,224.00 ","Iesalnieks, Jānis",Nacionāla Apvienība VL-TB/LNNK,16/4/2019
Attīstībai/Par!,Manta vai pakalpojums, €  182.48 ,"Ikstena, Inese",Attīstībai/Par!,16/4/2019
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda, €  100.00 ,"Teirumnieks, Edmunds",Nacionāla Apvienība VL-TB/LNNK,16/4/2019
Jaunā konservatīvā partija,Nauda, €  230.00 ,"Butāns, Jānis",Jauno Konservatīvo frakcija,15/4/2019
POLITISKĀ PARTIJA IZAUGSME,Nauda," €  4,000.00 ","Skride, Andris",Attīstībai/Par!,15/4/2019
